Cruise_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description
3/1/2024,Room ,Noise / Vibration,8126P,Regular Guest,Closed-Resolved,Housekeeping,SC-37377376013400888,3/3/2024 22:54,"03/03/24 10:22pm GSA BV: Guest  called to SS reporting noise in the corridor, guest mentioned is super loud and they cannot sleep. Also she mentioned this was reported in the afternoon around four hours ago and the noise is still there. GSA listened carefully and we mentioned the assistance will be sent to take a look on this. "
3/1/2024,Dining Experience ,Survey,11110S,Regular Guest,Closed-Resolved,Restaurant,SC-37377949600279600,3/3/2024 22:58,"Q: How was your dining experience?, A: 1
Q: Quality of the drinks?, A: NA
Q: Service?, A: NA
Q: Knowledge of the crew?, A: NA
Q: Not finished? Tell us everything!, A: NA
"
3/1/2024,Dining Experience ,Service,11014P,VIP3,Closed-Resolved,Restaurant,SC-37376408467690142,3/3/2024 23:01,After was seated and the server introduce herself. Guest  started to be rude with the server. Mentioning rude words to her. One guest from the same party apologize about that action but several comments continue during the service.  
3/1/2024,Dining Experience ,Service,10086S,VIP3,Closed-Resolved,Restaurant,SC-37369476277441110,3/3/2024 23:05,After was seated and the server introduce herself. Guest  started to be rude with the server. Mentioning rude words to her. One guest from the same party apologize about that action but several comments continue during the service.
3/1/2024,Dining Experience ,Issue w Venue Availability,8106P,Regular Guest,Closed-Resolved,Restaurant,SC-37373151956551114,3/3/2024 23:07,"?Guest  went to Korean BBQ as a walk-in, RS explained that we are currently full and offered the guest to be on the waitlist. Guest  agreed and after a few minutes he came again to check but was still declined as there were no cancellations yet. A few minutes later,  the guest came back and approached RM if could come in, RM mentioned to give us a few more minutes as there were still no cancellations. 5 minutes later after the guest talked to RM, he went to RS and insisted to come in saying that RM assured him to come back after 5 minutes. RS mentioned to RM the situation and so we decided to sit him. "
3/1/2024,Dining Experience ,Issue w Venue Availability,8138S,Regular Guest,Closed-Resolved,Restaurant,SC-37378883869577318,3/3/2024 23:13,"Guest  came to Korean BBQ at 5:43PM and wanted to come in saying that her companions are already inside, RS kindly inform the guest that no one is inside yet. After a minute the guest came back to the desk and insisted that they were already inside, again RS mentioned that no one was inside as we just opened so the guest left.  At 6:30PM, guests in room 10330a came to Korean BBQ for a 6:30PM reservation and only for 2pax, he was asking if it is possible for another person to join them. RS explained that we are currently fully booked and the other one will have to be on the waitlist, the guest understood and was escorted to table 8. After several minutes, guest Lola arrived and went straight to the table, RM approached the guest and explained that she will be in the waitlist as she doesnt have a reservation, also the table can only fit 6 people because  of the chairs. Guest  does not want to be in the list and insists on sitting, she mentioned that she will wait at that table, squeezing in the chair with her friends and asking the other guests if she can sit with them. RM went to the desk to inform RS of the issue, so we decided to transfer the 3 of them to another table with the booth."
3/1/2024,Room ,Air Conditioning,12009P,VIP2,Closed-Resolved,Housekeeping,SC-37379121346761562,3/3/2024 23:17,Air Conditioning
3/1/2024,Room ,Toilet Not Flushing,12009P,VIP2,Cancelled,Housekeeping,SC-37372365739241286,3/3/2024 23:18,Toilet Not Flushing
3/1/2024,Room ,Shower / Plumbing,12009P,VIP2,Cancelled,Housekeeping,SC-37369967665743876,3/3/2024 23:18,Shower / Plumbing
3/1/2024,Room ,TV / Room Controls,14022P,Regular Guest,Cancelled,Housekeeping,SC-37378846962037500,3/3/2024 23:28,TV / Room Controls
3/1/2024,Room ,Music,14245P,VIP2,Closed-Resolved,Guest Services,SC-37372699611167776,3/3/2024 23:28,"GSA Virgil 11:25PM- guest approached ss desk complaining about unbearable party noise from above. I listened and apologized the guest and advised him that the party will be finished very soon at 12, however I still informed him that if he wishes, we can provide him sleeping room for tonight. Guest  said that he will not be going to sleeping room, he will just wait til it finishes as its not long left. Guest  was advised to contact us in case he has any further concerns or heeds any assistance. Guest  seemed inconvenienced, however he didn't seem very unhappy."
3/1/2024,Room ,Room Safe,14022P,Regular Guest,Closed-Resolved,Housekeeping,SC-34677913684783358,3/3/2024 23:29,Room Safe
3/1/2024,Medical Event ,Injury,12162S,Regular Guest,Closed-Resolved,Guest Services,SC-37331871320649083,3/3/2024 11:39,"03/02 HFM OM: The email from the medical received:  Mechanical fall at The Manor

Left arm pain"
3/1/2024,Dining Experience ,Food,11078S,Regular Guest,Closed-Resolved,Restaurant,SC-37378776805821593,3/3/2024 23:40,Guest  had reported seafood allergy; she was advised about Snapper main course however she was observed sharing the fish that was ordered by her companion;
3/1/2024,Room ,Toilet Not Flushing,13134P,Regular Guest,Closed-Resolved,Housekeeping,SC-34678631761414511,3/3/2024 23:41,Toilet Not Flushing
3/1/2024,Room ,Balcony Condition,9330S,Regular Guest,Closed-Resolved,Housekeeping,SC-37329025711598782,3/3/2024 11:51,3/3/2024.11.49am.FM Herwandi : Guest  requested balcony partition to be open between 9330Z and 9334Z
3/1/2024,Special Request ,Onboard Request Issue,10138P,Regular Guest,Closed-Resolved,Guest Services,SC-37329472817253270,3/3/2024 11:59,"03/03/24 at 11:55 GSA Lola: Guest  Linda via SQ: 'We’ve tried and tried to book a show, Been unable to book anything through the app this entire trip and before. Not acceptable. Each guest should be able to book at least one show. we had the app for weeks before the sail date, and were blocked from all show and dinner reservations. We’ve spent long waits trying to book something only to be told everything is booked'."
3/1/2024,Retail ,Wrong Charge,13214S,Regular Guest,Closed-Resolved,Retail,SC-37374553205420326,3/3/2024 23:59,03/03/2024/ GSA IRINA/ 11:49 pm/ Guest  came with toothpaste said that there are some little pieces of something strange and he can not use it. Guest  was very upset and insisting on replacing. 
3/1/2024,Room ,Damaged/Stained,10330S,Regular Guest,Closed-Resolved,Housekeeping,SC-37336188211415522,3/3/2024 12:03,03/02/2024 @ 19:51 Last night guests reported to Guest s Service for the sink doesn't shut off and carpet is badly stained. 
3/1/2024,Security ,Smoking Policy,11182S,Regular Guest,Closed-Resolved,Housekeeping,SC-37329704565868342,3/3/2024 12:07,RA informed the FM that the guest is smoking in the room. FM printed a smoking policy letter and deliver to the room. FM will meet and explain to the guest. 
3/1/2024,Dining Experience ,Service,8254S,Regular Guest,Closed-Resolved,Restaurant,SC-37296152229495015,3/3/2024 0:30,"guest was having dinner in gunbae while drinking her glass suddely broken and a piece of glass enter her mouth, guest was fine no medical assistance was needed even was offer from RS, RM approach the table right after to check on the guest. RM apologize for the incovinience and offer a drink for their next dinner, Guest s stated they are not much of a drinker and ask to have some kind of credit, RM explain is not entitled to grant any credit and guest become insisting on having some credit, RM offer a ""treat yourself items""  instead of a drink, guest accepted and a tomahawk steak has been arrange for their last night in the Wake. "
3/1/2024,Dining Experience ,Service,13260i,Regular Guest,Closed-Resolved,Restaurant,SC-37332499926528081,3/3/2024 12:49,Guest  mentioned that drinks took time to be refilled.
3/1/2024,Other Staff Experience Issue,VIP Experience Onboard,12267S,VIP2,Closed-Resolved,Guest Services,SC-37331539510155917,3/3/2024 12:58,RSA Gugu received the above message fon Conrad last night at 11:30pm - Hey gugu just really disappointed that our reserved seats were given away tonight. We rushed dinner at gunbai and made it on time (10) only to have to stand in the back. This is unacceptable. My wife (her 40th bday trip) was crying and embarrassed because she felt responsible for our friends that came on the trip. Please see us tomorrow to discuss.
3/1/2024,Room ,Air Conditioning,8222S,Regular Guest,Cancelled,Housekeeping,SC-37424072810490895,3/4/2024 13:16,Air Conditioning
3/1/2024,Dining Experience ,Service,9238P,Regular Guest,Closed-Resolved,Restaurant,SC-37427271247477528,3/4/2024 13:16,"03/04/24 01;06 PM GSA AC: The guests stopped by guest services to share their feedback after they dined at the LOLS Show on Saturday night  said that the server they had did not want to service them, they asked for Appetizers that were on the menu and he informed that they didn't have any and told them that he can only give them Antares. The guests said after informing them that there were no more appetizers available, he went on to serve other guests around them the Appetizers. The guest said they asked for his name and he did not want to give them. The said they were seated  in front of the bar upstairs at in the manor. The guests are not happy about this and wanted to let us know. GSA then thanked the guests for bringing this to his attention and apologized for the crew's behavior and informed them that he would document this feedback and escalate it  to the Management."
3/1/2024,Medical Event ,Other,12066P,Regular Guest,Closed-Resolved,Guest Services,SC-37422044516709247,3/4/2024 13:46,GSA Virgil 1:35PM- guest approached ss desk informing us that at the scarlet night while dancing another guest accidentally hit her in the face and ripped her fake lashes out. Guest  has nothing against another guest as it was an accident. She asked us if we can compensate or discount this to be fixed. I advised guest the this will not be possible as it was not caused by any people associated with us. Guest  was advised to speak to spa in case they have any promotions going on. Case opened for documenting purposes.
3/1/2024,Room ,TV / Room Controls,11234P,Regular Guest,Closed-Resolved,Housekeeping,SC-37422097855603130,3/4/2024 13:47,TV / Room Controls
3/1/2024,Entertainment Experience ,Survey,14046S,Regular Guest,Closed-Resolved,Entertainment,SC-37388926465668917,3/4/2024 2:00,"Q: How was your entertainment?, A: 1
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: Better comedian. Joshua was terrible. People were walking out. The worst we’ve seen on any of our 8 cruises. 
Q: Are you satisfied with the amount of shows and activities during the day?, A: 3
Q: Are you satisfied with the amount of shows and activities at night?, A: 3
Q: Not finished? Tell us everything!, A: NA
"
3/1/2024,Dining Experience ,Dining Reservations ,11190P,Regular Guest,Closed-Resolved,Restaurant,SC-37424624017780819,3/4/2024 14:24,"03/04/2024/ 2:19 pm/ GSA IRINA/ Guest  sent message on SQ:"" Why to struggle to get a dinner reservation. This is ridiculous. This not what was advertised"". Guest  was advised to try to walk in. Guest  replied: "" This is a contiuation from ealier chat that was closed. That solution i was given does not work. They are completly over booked. You should come up with a new of dinner reservation. It has been a total nightmare to get a dinner reservation. It has caused alot of inconvenience. Other major cruise ships are way easier maybe you should see what they are doing. I dont have a dinner resevation tommorow. I dont want to do the galley again."""
3/1/2024,Other ,Survey,11122P,Regular Guest,Closed-Resolved,Guest Services,SC-37382350390030969,3/4/2024 2:44,"Q: How would you rate the overall Company Voyages Experience so far?, A: 1
Q: Tell us everything!, A: NA
"
3/1/2024,Room ,Air Conditioning,8166P,Regular Guest,Closed-Resolved,Housekeeping,SC-37435309542359133,3/4/2024 14:54,Air Conditioning
3/1/2024,Entertainment Experience ,Survey,12346S,Regular Guest,Closed-Resolved,Entertainment,SC-37428319767024932,3/4/2024 15:30,"Q: How was your entertainment?, A: 1
Q: Are you satisfied with the amount of shows and activities during the day?, A: NA
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities at night?, A: NA
Q: Not finished? Tell us everything!, A: NA
"
3/1/2024,Special Request ,Onboard Request Issue,14130P,Regular Guest,Closed-Resolved,Guest Services,SC-37428575848744554,3/4/2024 15:35,"03/04/24 @15:30 GSA Barbara: Guest  came to the desk on the first sea day, asking if they can swap th eShake for Champagne for a beer or cider as they don't drink champagne"
3/1/2024,Entertainment Experience ,Survey,14285P,VIP2,Closed-Resolved,Entertainment,SC-37439230206136949,3/4/2024 15:59,"Q: How was your entertainment?, A: 1
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities at night?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: NA
Q: Not finished? Tell us everything!, A: NA
"
3/1/2024,Bracelet ,Malfunction,5262S,Regular Guest,Closed-Resolved,Guest Services,SC-37439352582573734,3/4/2024 16:01,"GSA Virgil 3:59PM- guest approached ss desk 3 times as their bracelet was no working when trying to charge drinks. We have checked the accounts, gave them new bracelets, however when they went to the bar it was not letting them to charge. When the guest came to me 3rd time. I called Shane bev. ops. manager to come to ss and check before guest can leave. Shane came with another crew member, who was able to charge drinks with no issues. Apologies extended and guest was informed that it works fine."
3/1/2024,Dining Experience ,Survey,11254P,Regular Guest,Closed-Resolved,Restaurant,SC-37430253345244987,3/4/2024 16:03,"Q: How was your dining experience?, A: 3
Q: Vibe of the restaurant?, A: 4
Q: Friendliness of the crew?, A: 5
Q: Quality of the food?, A: 2
Q: Not finished? Tell us everything!, A: Unfortunately when it was time to enjoy main course my steak was not cooked to my liking so I had to wait as everyone else was enjoying their food and their sides until my steak was remade. I had ordered medium well and it was very much well done. I had noticed at first cut in. Due to the delay we had to wait a bit longer and didn’t get to enjoy as much of scarlet night deck party. 
"
3/1/2024,Spa/Beauty Salon Experience ,Thermal Suite Experience,13238P,Regular Guest,Closed-Resolved,Spa & Beauty  Salon,SC-37429398175046025,3/4/2024 16:09,03/04/24 04:02pm GSA AC: The guest approached SS reported that last night at around 8pm-8:30pm he had the thermal suit access to us the facilities. Said after an hour after using the hottubs he  started reacting has red rushes on his arms and legs and suspects it was something caused in the hottubs.  He  says its itchy and wanted to reach out to the Management regarding this and see what could be done about it. GSA thanked the guest for bringing the issue to his attention and offered  medical assistance advised him that the medical was open for him to see them with regards to the reaction and also that he would crate a report on this and escalate to Spa Manager as per his request. Spa Manager was informed and guest went to speak to her.
3/1/2024,Room ,TV / Room Controls,11014P,Regular Guest,Closed-Resolved,Housekeeping,SC-37433328338762111,3/4/2024 16:10,TV / Room Controls
3/1/2024,Security ,Guest  Fight,8366S,Regular Guest,Closed-Resolved,Guest Services,SC-37391661937831075,3/4/2024 4:28,"GSA SB 3/4/24 3:51am - Guest  Roldan called asking for another room. GSA asked the reason why he wanted to move, he said that there was no reason he just wanted another room, while looking for another room GSA heard in the background the other guest screaming like they were arguing  - Security was contacted."
3/1/2024,Experience Packages ,Missing Perk,13258P,Regular Guest,Closed-Resolved,Guest Services,SC-37439349356142604,3/4/2024 16:30,"03/04/24 // 4:25PM / GSA TT: Guest  Monica called SS informing that she didnt received the bubbles. GSA sent a message to Solutions: ""Guest  said that she's travelling with a group of 13 people and everyone received a bottle of bubbles but she didnt. Her room number is not on the VR and nothing in seaware as well. Can someone please check?"" "
3/1/2024,Security ,Theft Alleged,14011S,VIP2,Closed-Resolved,Tattoo Shop,SC-37433104712651169,3/4/2024 16:46,"03/04/24 16:39 GSA AI : Tattoo manager approached SS desks with question what we can do because he had a theft situation in his shop this afternoon. GSA asked for more details and as per Tattoo Manager he had guests for tattoo appointment today but the guest did not show up so by the rules deposit which everything that is over 1000$ they deposit 50%, in this case the whole price was 1500$ , so the shop charged the guest 750$ worth of deposit. After a while when guest husband  realized that they lost 750$ deposit he came and asked for a proof of deposit so the Tattoo Manager showed him and in that moment guest husband graded the paper and run away. GSA called security and inform them about the situation , and made a report. "
3/1/2024,Room ,Shower / Plumbing,11270S,Regular Guest,Closed-Resolved,Housekeeping,SC-37443146566041021,3/4/2024 17:04,Shower / Plumbing
3/1/2024,Room ,Toilet Not Flushing,11350S,Regular Guest,Cancelled,Housekeeping,SC-37441876043923421,3/4/2024 17:12,Toilet Not Flushing
3/1/2024,Dining Experience ,Food,11182S,Regular Guest,Closed-Resolved,Restaurant,SC-36725051917766089,3/4/2024 17:26,"""Guest  Survey ""Vegan sausage & 1 of 2 impossible burgers at the burger place have been extremely dry and overcooked. I wish there were more veggie & seafood options. Also, I've been craving cheesecake & can't find any regular ones. I saw a clump of hair on a napkin filled with utensils in a basket at breakfast this morning."
3/1/2024,Room ,Air Conditioning,11350S,Regular Guest,Cancelled,Housekeeping,SC-37435402866260414,3/4/2024 17:28,Air Conditioning
3/1/2024,Room ,TV / Room Controls,8194P,Regular Guest,Cancelled,Housekeeping,SC-36725407444078049,3/4/2024 17:32,TV / Room Controls
3/1/2024,Dining Experience ,Survey,9078S,Regular Guest,Closed-Resolved,Restaurant,SC-37444921173093134,3/4/2024 17:34,"Q: How was your dining experience?, A: 2
Q: Menu choices?, A: 1
Q: Friendliness of the crew?, A: 5
Q: Service?, A: 5
Q: Not finished? Tell us everything!, A: Disappointed over the food and time
"
3/1/2024,Room ,Air Conditioning,13042S,Regular Guest,Closed-Resolved,Housekeeping,SC-37437978716270450,3/4/2024 17:36,Air Conditioning
3/1/2024,Room ,TV / Room Controls,10110S,Regular Guest,Closed-Resolved,Housekeeping,SC-37437143236044780,3/4/2024 17:53,TV / Room Controls
3/1/2024,Room ,Shower / Plumbing,10222S,Regular Guest,Closed-Resolved,Housekeeping,SC-37446074670705911,3/4/2024 17:59,Shower / Plumbing
3/1/2024,Dining Experience ,Room Service Selection,10372i,Regular Guest,Closed-Resolved,Restaurant,SC-37442026117603844,3/4/2024 18:15,"Guest  contacted Room Service regarding the order she placed, upon checking in the systems the guest placed only one order #5036739. Guest  then started screaming on the phone, stating that she is hungry and she was waiting for 1h for her order."
3/1/2024,Medical Event ,Injury,9146S,Regular Guest,Closed-Resolved,Guest Services,SC-37446073597068072,3/4/2024 18:22,03/04 HFM OM: Around 1:30am today the Manor patient was going upstairs when she missed her step and hit her left foot on the stair step. This caused her to fall forward on her right knee and extend her right hand to break the fall but still hit her chin on the floor. 
3/1/2024,Room ,Toilet Not Flushing,10050P,Regular Guest,Closed-Resolved,Housekeeping,SC-36728593114607516,3/4/2024 18:25,Toilet Not Flushing
3/1/2024,Dining Experience ,Food,9314P,Regular Guest,Closed-Resolved,Restaurant,SC-37448554187179953,3/4/2024 18:47,"Guest  had reservation in GB tonight 03.04, SV confirmed the allergies in the system which is shellfish for both, SV explain what they can have from our menu, however mister John  decided to have the chicken anyway, RM approach the table and confirm with him, he understands the risk as we can't provide chicken dish free of contamination and chose to have it regardless. "
3/1/2024,Dining Experience ,Food,10009P,Regular Guest,Closed-Resolved,Restaurant,SC-37441710872692944,3/4/2024 19:14,"Linda ordered steak and when steak NY was served,  SV checked on quality of the food and guest mentioned that one side was tough for her.  "
3/1/2024,Excursion Experience ,Other,10330S,Regular Guest,Closed-Resolved,Excursions,SC-37450174548333250,3/4/2024 19:37,"3/4/2024 19:29 GSA Bagas : guest was concerning about  the excursion he booked Waterfalls of Damajagua and Off-Road Adventure, he mentioned there are a lot of the plastic bottle thrown not in the right place. guest would like to speak with the Shore thing representative, GSA extend apologies and assure him that we are taking care of this feedback."
3/1/2024,Dining Experience ,Dining Reservations ,8014S,Regular Guest,Closed-Resolved,Restaurant,SC-37443609418847747,3/4/2024 19:41,"Guest  came to check-in giving a room number which does not belong to them. Guest s mentioned that their friend made a reservation and will not come. Instead, guests would like to their spot. "
3/1/2024,Medical Event ,Injury,10122S,Regular Guest,Closed-Resolved,Guest Services,SC-37400796141712084,3/4/2024 7:52,3/4/2024 7:51 GSA Bagas : I also just stubbed my little toe against the wooden frame hanging behind the tv (the space between the wall and the bed is very small)
3/1/2024,Room ,Shower / Plumbing,12302S,Regular Guest,Closed-Resolved,Housekeeping,SC-37451553285924719,3/4/2024 20:06,Shower / Plumbing
3/1/2024,Other ,Survey,12310S,Regular Guest,Closed-Resolved,Guest Services,SC-37401877502191914,3/4/2024 8:10,"Q: How would you rate the overall Company Voyages Experience so far?, A: 2
Q: Tell us everything!, A: App keeps glitching; reservations made the first day don't show up.
"
3/1/2024,Dining Experience ,Dining Reservations ,12009P,VIP2,Closed-Resolved,Guest Services,SC-37452200676101390,3/4/2024 20:11,"March 4th at 17:48 while speaking about incidents SC-37419287190542324 and SC-37367654331181241. Guest  Jenna asked for her dining reservation for a group of 8 Guest s to be adjusted in Pink Agave from 17:45 to 19:00. RSM had already asked the Guest  twice earlier about adjusting the time and she refused. RSM advised the Guest  that the table was already ready for them but he would still reach out to the restaurant to check that possibility. Guest  then added ""Yes, there was apparently some miscommunication with respect to the original reservations we made before the trip. I spent hours on the phone with Company in advance of the cruise trying to make dinner reservations for the group and the VV staff originally told us the reservation was at 7:00. In fact, they never actually booked this reservation and when it was re-booked for 5:45 which was the only time available at that point, the rest of the group did not get notified."". "
3/1/2024,Security ,Security Issue Other,8110S,Regular Guest,Closed-Resolved,Security,SC-37444388243833813,3/4/2024 20:18,"03/04/24 20:15 GSA AI :Guest s approached the desks and reported that they heard  loud noises , words like ""please stop "" , and screams  from other room which is 8106Z. GSA thanked them and immediately called security. GSA made a report."
3/1/2024,Entertainment Experience ,Survey,13294S,Regular Guest,Closed-Resolved,Entertainment,SC-37454928195484181,3/4/2024 20:27,"Q: How was your entertainment?, A: 2
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: 3
Q: Are you satisfied with the amount of shows and activities at night?, A: 3
Q: Not finished? Tell us everything!, A: Need funnier comedy shows 
"
3/1/2024,Dining Experience ,Dining Reservations ,8014P,Regular Guest,Closed-Resolved,Restaurant,SC-37449516324660288,3/4/2024 20:44,"Guest s came to check in. However, reservation was cancelled as they were late for almost two hours. "
3/1/2024,Bar Experience ,Other,9150P,Regular Guest,Closed-Resolved,Bars,SC-37455911226597542,3/4/2024 20:49,Guest  ordered three different drinks during his meal and each time complained that his cocktails are not strong enough (Long Island); Guest  was approached by RM Bruno who advised the guest that cocktails were made up to company standard and contain right amount of alcohol; Guest  was not offered another cocktail and the drink was taken off his bill;
3/1/2024,Dining Experience ,Survey,9046S,Regular Guest,Closed-Resolved,Restaurant,SC-37404447935374142,3/4/2024 8:52,"Q: How was your dining experience?, A: 2
Q: Quality of the drinks?, A: NA
Q: Menu choices?, A: 2
Q: Friendliness of the crew?, A: NA
Q: Not finished? Tell us everything!, A: Actually go to a reservation here last night, which is rare. Looked at the entire menu and couldn’t find anything I liked. Nothing. I was looking for food an American 65 year old couple would like. Beef, prime rib, seafood, chicken dishes, spaghetti, you know, actual food that I’ve heard of.  Ever found it. Cancelled and ate at the Galley which was also not good. The food doesn’t have any flavor.  I know I’m eating but it has no flavor. I’m not really crazy fussy, but give me some choices please!
"
3/1/2024,Security ,Guest  Fight,10046P,Regular Guest,Closed-Resolved,Guest Services,SC-37447973394237289,3/4/2024 20:54,03/04/24 8:52pm Guest   (Robert) called to SS asking for security assistance because he had a fight. Guest  didn't provide more details.  GSA called security to request the assistance. 
3/1/2024,Room ,TV / Room Controls,9278P,Regular Guest,Closed-Resolved,Housekeeping,SC-36694343124117369,3/4/2024 8:55,TV / Room Controls
3/1/2024,Security ,Guest  Fight,10050P,Regular Guest,Closed-Resolved,Guest Services,SC-37443656943967307,3/4/2024 20:55,"GSA Virgil 8:52PM- guest called ss to report that the guest from the neighboring room (from the right) assulted him. He said that the guest approached his doors and started to bang for slamming his doors and then assuted him (guest didn't specify how) and his girlfriend also started to put her hands in his face.  Guest  was telling me to come there immediately and arrest him. I informed guest to not interact with the person and wait for security, which guest said hes not waiting for no-one and he wants to go to his dinner. I called security on duty and informed them about what is going on. Security told me that they will attend to investigate. "
3/1/2024,Security ,Security Issue Other,9366i,Regular Guest,Closed-Resolved,Guest Services,SC-34712050643127772,3/4/2024 8:58,"03/04/2024 GSA JKG. Guest  came to desk informing she has miss placed her device. Android, rose gold case with slide on the back. Guest  remembers having the Device in the retail stores last. Around 9.15PM. GSA informed the guest security can intervene. GSA Called security as the guest would like to see make a statement. "
3/1/2024,Room ,Room Safe,8038P,Regular Guest,Closed-Resolved,Housekeeping,SC-36738182124063679,3/4/2024 21:05,Room Safe
3/1/2024,Laundry Issue ,Damaged Laundry (low end),10190i,Regular Guest,Closed-Resolved,Guest Services,SC-37407449511206821,3/4/2024 9:07,03/03/2024 hda jkg. Good afternoon. I’m reporting an incident on my excursion I paid for. My husband clothes got dirty from the seats. I did report it to the driver and host and they just looked at the seat and said nothing else. My concern is that the stains may not come out. We sat in the last seat on the Culture tour. I did take a picture. Hda informed the shore things and the comp laundry has been offered by HFM.
3/1/2024,Room ,Survey,10090P,Regular Guest,Closed-Resolved,Housekeeping,SC-37405443563905899,3/4/2024 9:09,"Guest  survey ""Water in shower goes on floor easily. Not comfortable to take shower. Rain shower is over my head and I don't know how to use that other thing in the shower. Glasses near ice bucket are showing there wear. Gold plating is coming off. Other than that, it's fine. Enjoying the cruise so far"""
3/1/2024,Security ,Security Issue Other,10338S,Regular Guest,Closed-Resolved,Guest Services,SC-37456468068855957,3/4/2024 21:15,03/04/2024/ GSA IRINA/ 8:50 pm/ Guest  approached SS asking for another room since she does not feel safe with her boyfriend.  @03/04/24 @23:50  Guest  Sarah moved to 13200M
3/1/2024,Dining Experience ,Food,10009P,Regular Guest,Closed-Resolved,Restaurant,SC-37414237263472226,3/4/2024 9:18,Guest  has soya allergy but ordered items from the menu which contain soya.
3/1/2024,Entertainment Experience ,Survey,13180i,Regular Guest,Closed-Resolved,Entertainment,SC-37415393628400793,3/4/2024 9:22,"Q: How was your entertainment?, A: 2
Q: Are you satisfied with the amount of shows and activities at night?, A: NA
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: Kairia latin trio brand and singer was NOT very good.   Many people did not love the music.   No one wS even paying attention to them.  We think you can do much better. 
Q: Are you satisfied with the amount of shows and activities during the day?, A: NA
Q: Not finished? Tell us everything!, A: NA
"
3/1/2024,Dining Experience ,Service,14050S,Regular Guest,Closed-Resolved,Restaurant,SC-37450081388427877,3/4/2024 21:33,"03/04/24 @21:30 GSA Barbara: Guest s came to SS after having dinner in TK tonight. They say the whole experience left them dissatisfied as they had to wait for their meals for more than 2 hours. Guest  Daniel wanted.  After the guest mentioned to the server how slow service was, the attitude of the server changed and became rude. Guest s didn't enjoy the food and they say they didn't have the TK experience that they were looking forward to. They had dinner with 14042Z. They talked to the Manager of the restaurant but wanted to have a written report. Guest s mentioned that all the other restaurants have been very satisfying for them."
3/1/2024,Room ,Room Flood,12350S,Regular Guest,Closed-Resolved,Housekeeping,SC-37450775684079827,3/4/2024 21:45,RA reported while entering room for cleaning that room carpet is half wet. Guest s were not saying anything at first. FM went to met guests and asked what was going on. Guest  stated that it was overflowed from the toilet showered. Dm explained to guests that carpet need to be treated asap as it will remain smell if we do not extract and dry the carpet. Guest s understand and let us enter the room to follow up . Carpet is still wet until now and blower still inside the room. guests will put blower off if they want to sleep. to follow up again tomorrow morning. 
3/1/2024,Dining Experience ,Service,12214S,Regular Guest,Closed-Resolved,Restaurant,SC-37406805547460593,3/4/2024 9:52,"Guest s requested to take the dessert out from RD restaurant because as per guest she did not want to waist food. RM Bruno explained the policy to Guest s and Mr. Palmer mentioned ""can i put that peace of cake on my coffee mug and take it away?"". RM Bruno offered a take away cup if they wish to take their coffee away however the RD mugs should not be taken out. Mr. Palmer replayed ""The let me take my mug away in other restaurants"". Guest s seemed a little annoyed. "
3/1/2024,Security ,Security Issue Other,12106P,Regular Guest,Closed-Resolved,Guest Services,SC-37416383378663156,3/4/2024 9:54,"3/4/24 GSA CANSU - Guest  reported that she misplaced her H&M Black jacket last night which has Guest 's earrings on the jacket, the jacket not handed to Guest Services yet. Guest  asked security assistance for this."
3/1/2024,Room ,TV / Room Controls,11066P,Regular Guest,Closed-Resolved,Housekeeping,SC-37408358622309844,3/4/2024 9:58,TV / Room Controls
3/1/2024,Dining Experience ,Survey,12302S,Regular Guest,Closed-Resolved,Restaurant,SC-37451778443911680,3/4/2024 22:01,"Q: How was your dining experience?, A: 3
Q: Friendliness of the crew?, A: 4
Q: Knowledge of the crew?, A: 2
Q: Service?, A: 2
Q: Not finished? Tell us everything!, A: NA
"
3/1/2024,Dining Experience ,Service,9318P,Regular Guest,Closed-Resolved,Restaurant,SC-34759124253650372,3/4/2024 22:02,"Guest s had a reservation in Korean BBQ for a party of four and were seated on time. Upon check-in, RS confirmed to the guests their Splash Dinner  for tonight and guests mentioned that it was supposed to be in The Wake tomorrow. Guest s were escorted to the table to enjoy their dinner. After several minutes RS approached the table to inquire at what time they would like to have their Splash Dinner the next day; at the point guests mentioned they were already booked in for the morning. RS realized that guests thought it was only for one time. so explained to the guests that they were entitled to do a brunch and a dinner with the Splash your bash package, guests mentioned that they are not aware and that the package was not clearly explained to them.  RS apologized for the inconvenience, guests were understanding and accepted our apology and also asked if it would be possible for them to have their Slash your Bash dinner with us tonight. RS gladly said yes. 
"
3/1/2024,Dining Experience ,Food,10182S,Regular Guest,Closed-Resolved,Restaurant,SC-37452336824016771,3/4/2024 22:06,Guest s not happy with their dinner saying steak was too tough and mushroom and asparagus not warm enough.
