Voyage_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description,Latest_Comment,Resolution_Details
3/1/2024,Cabin ,Music,5262A,Regular Guest,Closed-Resolved,Sailor Services,SC-37323557751396427,3/3/24 10:24 AM,03/03/2024 HDA JKG. Sailor came to desk to inform she cannot sleep the manor above her is loud she would like to move if possible. HDA informed HDM 9022Z has been offered. The sailor will move at her most earliest convenience. House keeping has been informed. ,,03/03 HDM OM: The sailor moved to 9022Z
3/1/2024,Cabin ,Tablet or TV Issue,11338A,Regular Guest,Closed-Resolved,Housekeeping,SC-37323869705759269,3/3/24 10:25 AM,Tablet or TV Issue,"3/3/2024 11:10AM DM Linda
CH checked the tv and tablet they are both working",Tv and tablet are both working
3/1/2024,Cabin ,Balcony Condition,11210Z,Regular Guest,Closed-Resolved,Sailor Services,SC-37375548237383330,3/3/24 10:30 PM,"03/01/24 HDA BV: Sailors requested to have access to neighbors cabin 11214Z,11218Z, 11222Z. Waivers signed by sailors. The partition door are opened. ",,Waivers signed by sailors. The partition door are opened. 
3/1/2024,Loyalty Program ,Not on manifest,13058Z,Regular Guest,Closed-Resolved,Sailor Services,SC-37327864835820603,3/3/24 10:32 AM,"Sailors reached to SS desks and told HDA that they had celebration bubbles in their agenda but it was removed . HDA sent message to shore side and as per hem that is correct information , someone from shore side removed it with no explanation. HDA put it in heroic recovery and sent bubbles to sailors.",,
3/1/2024,Cabin ,Air Conditioning,13114A,Regular Guest,Closed-Resolved,Housekeeping,SC-37326783881533319,3/3/24 10:34 AM,Air Conditioning,"sailor felt hot in the night ,but the AC is good in the morning. An AIMS created to HVAC to double check about the AC",issue handed over to HVAC on duty 
3/1/2024,Cabin ,Balcony Condition,11178Z,Regular Guest,Closed-Resolved,Sailor Services,SC-37376128657813895,3/3/24 10:34 PM,03/01/24 HDA BV: Sailors requested to have access to neighbor cabin  11178Z - 11182Z . Waivers signed by sailors. The partition door are opened.,,Waivers signed by sailors. The partition door are opened.
3/1/2024,Medical Event ,Pre-existing Condition,14018A,Regular Guest,Closed-Resolved,Sailor Services,SC-37327445784109835,3/3/24 10:38 AM,03/03/24 09:45AM SSD was notified from SR. Dcotor that sailor will debark due to medical pre condition. Sailor was adivsed that they can go to local hospital with our assistance. Sailor declined and would like to go home.,SR. Doctor sent an email with details,03/03 HDM OM: The sailors disembarked
3/1/2024,Cabin ,Balcony Condition,11258A,Regular Guest,Closed-Resolved,Sailor Services,SC-37376750904345748,3/3/24 10:38 PM,03/01/24 HDA BV: Sailors requested to have access to neighbor cabin 11258A - 11262A. Waivers signed by sailors. The partition door are opened.,, Waivers signed by sailors. The partition door are opened.
3/1/2024,Downline/Force Dbk/Missed Dep ,Debark Early Personal Reason,14221A,VIP2,Closed-Resolved,Sailor Services,SC-37332267028038265,3/3/24 10:45 AM,"03/03/2024 11:00 RSA LH: Both sailors had to debark as they had personal issues that happened at home. Sailors booked their flights, settled their accounts and were disembarked. Clearance Officer arranged a transfer for sailors to the airport.",At 10:50 debark was authorized for the Sailors. RSM escorted both Sailors to the gangway and met the port agent. Sailors thanked for our attention and services. Nothing further.,03/03/2024 12:00 RSA LH: IM created for tracking purposes.
3/1/2024,Cabin ,Shower or Sink,9194A,Regular Guest,Closed-Resolved,Housekeeping,SC-37325146826004227,3/3/24 10:46 AM,Shower or Sink,3/3/2024.1.12pm.DM Herwandi : ACH checked the bathroom and shower sink working fine.,3/3/2024.1.12pm.DM Herwandi : ACH checked the bathroom and shower sink working fine.
3/1/2024,Dining Experience ,Survey,12354A,Regular Guest,Closed-Resolved,Restaurant,SC-37368059358858623,3/3/24 10:46 PM,"Q: How was your dining experience?, A: 3
Q: Service?, A: 4
Q: Friendliness of the crew?, A: 4
Q: Quality of the food?, A: 2
Q: Not finished? Tell us everything!, A: Chicken liver was salty, meatballs salty and cheese was gross, calamari was ok, artichoke was good. Bucatini pasta carbonara was way too thick and salty. Papparadelle and gnocchi were good.  Fishers salty. One order had a hair on plate under fish that wasn’t noticed until almost done. Pork cheeks were eh
",,The Restaurant Manager extends heartfelt apologies and appreciation for the feedback. The insights shared have been communicated to the culinary team for continuous improvement.
3/1/2024,Cabin ,Vibration,8126A,Regular Guest,Closed-Resolved,Housekeeping,SC-37377376013400888,3/3/24 10:54 PM,"03/03/24 10:22pm HDA BV: Sailor called to SS reporting noise in the corridor, sailor mentioned is super loud and they cannot sleep. Also she mentioned this was reported in the afternoon around four hours ago and the noise is still there. HDA listened carefully and we mentioned the assistance will be sent to take a look on this. ","HDM OM: HDM spoke to the sailor and apologized for her experience. HDM offered a round of drinks on us in PA tonight. The sailor appreciated. Additionally, the bottle of white bubbles will be sent to the cabin.","03/04 HDM OM: HDM OM: HDM spoke to the sailor and apologized for her experience. HDM offered a round of drinks on us in PA tonight. The sailor appreciated. Additionally, the bottle of white bubbles will be sent to the cabin. The sailor appreciated a follow up. "
3/1/2024,Dining Experience ,Survey,11110Z,Regular Guest,Closed-Resolved,Restaurant,SC-37377949600279600,3/3/24 10:58 PM,"Q: How was your dining experience?, A: 1
Q: Quality of the drinks?, A: NA
Q: Service?, A: NA
Q: Knowledge of the crew?, A: NA
Q: Not finished? Tell us everything!, A: NA
",,
3/1/2024,Dining Experience ,Service,11014A,VIP3,Closed-Resolved,Restaurant,SC-37376408467690142,3/3/24 11:01 PM,After was seated and the server introduce herself. Sailor started to be rude with the server. Mentioning rude words to her. One sailor from the same party apologize about that action but several comments continue during the service.  ,,RM approached to the table and verified if everything was good with the service. If they needed anything to enjoy more their experienced with us. Sailors mentioned that everything was good and acted normal every time RM visited the table. 
3/1/2024,Dining Experience ,Service,10086Z,VIP3,Closed-Resolved,Restaurant,SC-37369476277441110,3/3/24 11:05 PM,After was seated and the server introduce herself. Sailor started to be rude with the server. Mentioning rude words to her. One sailor from the same party apologize about that action but several comments continue during the service.,,RM approached to the table and verified if everything was good with the service. If they needed anything to enjoy more their experienced with us. Sailors mentioned that everything was good and acted normal every time RM visited the table.
3/1/2024,Dining Experience ,Issue w Venue Availability,8106A,Regular Guest,Closed-Resolved,Restaurant,SC-37373151956551114,3/3/24 11:07 PM,"?Sailor went to Gunbae as a walk-in, RS explained that we are currently full and offered the sailor to be on the waitlist. Sailor agreed and after a few minutes he came again to check but was still declined as there were no cancellations yet. A few minutes later,  the sailor came back and approached RM if could come in, RM mentioned to give us a few more minutes as there were still no cancellations. 5 minutes later after the sailor talked to RM, he went to RS and insisted to come in saying that RM assured him to come back after 5 minutes. RS mentioned to RM the situation and so we decided to sit him. ",,For documentary purposes.
3/1/2024,Dining Experience ,Issue w Venue Availability,8138Z,Regular Guest,Closed-Resolved,Restaurant,SC-37378883869577318,3/3/24 11:13 PM,"Sailor came to Gunbae at 5:43PM and wanted to come in saying that her companions are already inside, RS kindly inform the sailor that no one is inside yet. After a minute the sailor came back to the desk and insisted that they were already inside, again RS mentioned that no one was inside as we just opened so the sailor left.  At 6:30PM, sailors in cabin 10330a came to Gunbae for a 6:30PM reservation and only for 2pax, he was asking if it is possible for another person to join them. RS explained that we are currently fully booked and the other one will have to be on the waitlist, the sailor understood and was escorted to table 8. After several minutes, sailor Lola arrived and went straight to the table, RM approached the sailor and explained that she will be in the waitlist as she doesnt have a reservation, also the table can only fit 6 people because  of the chairs. Sailor does not want to be in the list and insists on sitting, she mentioned that she will wait at that table, squeezing in the chair with her friends and asking the other sailors if she can sit with them. RM went to the desk to inform RS of the issue, so we decided to transfer the 3 of them to another table with the booth.",,For documentary purposes.
3/1/2024,Cabin ,Air Conditioning,12009A,VIP2,Closed-Resolved,Housekeeping,SC-37379121346761562,3/3/24 11:17 PM,Air Conditioning,,HVAC was there to fix the AC. PAM Made
3/1/2024,Cabin ,Toilet Not Flushing,12009A,VIP2,Cancelled,Housekeeping,SC-37372365739241286,3/3/24 11:18 PM,Toilet Not Flushing,,
3/1/2024,Cabin ,Shower or Sink,12009A,VIP2,Cancelled,Housekeeping,SC-37369967665743876,3/3/24 11:18 PM,Shower or Sink,,
3/1/2024,Cabin ,Tablet or TV Issue,14022A,Regular Guest,Cancelled,Housekeeping,SC-37378846962037500,3/3/24 11:28 PM,Tablet or TV Issue,,
3/1/2024,Cabin ,Music,14245A,VIP2,Closed-Resolved,Sailor Services,SC-37372699611167776,3/3/24 11:28 PM,"HDA Virgil 11:25PM- sailor approached ss desk complaining about unbearable party noise from above. I listened and apologized the sailor and advised him that the party will be finished very soon at 12, however I still informed him that if he wishes, we can provide him sleeping cabin for tonight. Sailor said that he will not be going to sleeping cabin, he will just wait til it finishes as its not long left. Sailor was advised to contact us in case he has any further concerns or heeds any assistance. Sailor seemed inconvenienced, however he didn't seem very unhappy.","03/03/2024 11:00 RSA LH: RSA met sailors outside suite. Apologized about the noise they experienced during Scarlet Night. Sailor was not aware that it would stop at 12 midnight, he thought it would be ongoing all night. He also did not know that this only happens during Scarlet Night. His wife was fine, but he just couldn't handle the vibration in the suite. He did mention to RSA that he was offered a cabin or sleeping purposes, but he thought it would be a very tiny room and a low deck. RSA explained to him what the purpose is of a sleeping cabin. Sailor was very understanding and took a nap after breakfast with his DND sign on.","03/04/2024 17:00 RSA LH: RSA explained to sailor the process of SN and that the music generally dies down at midnight. They were fine and understood, nothing further. "
3/1/2024,Cabin ,Cabin Safe,14022A,Regular Guest,Closed-Resolved,Housekeeping,SC-34677913684783358,3/3/24 11:29 PM,Cabin Safe,SS informed to call security. PAM Made,safe reset
3/1/2024,Medical Event ,Injury,12162Z,Regular Guest,Closed-Resolved,Sailor Services,SC-37331871320649083,3/3/24 11:39 AM,"03/02 HDM OM: The email from the medical received:  Mechanical fall at The Manor

Left arm pain","03/04/24  01:40pm HDA AC: Called  the cabin and spoke tp sailor and she said she has a little discomfort but nothing serious and HDA offered medical assistance but sailor declined and said not much they can do but offer pain killers and that she will be fine. HDA then informed sailor if she ever changed her mind to see medical , she should call us and we will assist.",03/01 HDM OM: The sailors disembarked
3/1/2024,Dining Experience ,Food,11078Z,Regular Guest,Closed-Resolved,Restaurant,SC-37378776805821593,3/3/24 11:40 PM,Sailor had reported seafood allergy; she was advised about Snapper main course however she was observed sharing the fish that was ordered by her companion;,,
3/1/2024,Cabin ,Toilet Not Flushing,13134A,Regular Guest,Closed-Resolved,Housekeeping,SC-34678631761414511,3/3/24 11:41 PM,Toilet Not Flushing,,Fixed by Plumber. PAM Made
3/1/2024,Cabin ,Balcony Condition,9330Z,Regular Guest,Closed-Resolved,Housekeeping,SC-37329025711598782,3/3/24 11:51 AM,3/3/2024.11.49am.DM Herwandi : Sailor requested balcony partition to be open between 9330Z and 9334Z,3/3/2024. 11.50am.DM Herwandi : Both sailor signed the waiver an balcony opened by DM,3/3/2024. 11.50am.DM Herwandi : Both sailor signed the waiver an balcony opened by DM
3/1/2024,Special Request ,Onboard Request Issue,10138A,Regular Guest,Closed-Resolved,Sailor Services,SC-37329472817253270,3/3/24 11:59 AM,"03/03/24 at 11:55 HDA Lola: Sailor Linda via SQ: 'We’ve tried and tried to book a show, Been unable to book anything through the app this entire trip and before. Not acceptable. Each guest should be able to book at least one show. we had the app for weeks before the sail date, and were blocked from all show and dinner reservations. We’ve spent long waits trying to book something only to be told everything is booked'.","HDA checked with Box Office, however no availability for show, standby only. Sailor has been advised, however did not accept it. Apology extended.",Apology extended. For document purpose only.
3/1/2024,Retail ,Wrong Charge,13214Z,Regular Guest,Closed-Resolved,Retail,SC-37374553205420326,3/3/24 11:59 PM,03/03/2024/ HDA IRINA/ 11:49 pm/ Sailor came with toothpaste said that there are some little pieces of something strange and he can not use it. Sailor was very upset and insisting on replacing. ,Will contact Sailor to come into the shops when they are open. We will replace or refund. Unfortunately sailor came to shops when they were closed,Ahoy. Will refund or replace the toothpaste for Mr Fuller when he visits the shops. Unfortunately we were closed last night at the time of issue
3/1/2024,Cabin ,Damaged/Stained,10330Z,Regular Guest,Closed-Resolved,Housekeeping,SC-37336188211415522,3/3/24 12:03 PM,03/02/2024 @ 19:51 Last night sailors reported to Sailors Service for the sink doesn't shut off and carpet is badly stained. ,"03/03/2024 @ 09:18AM DM Nestor went and follow up sailor was not around, and sink was working already and carpet was really badly stained ( very long time from maintenance stained carpet report ) . We will follow up once sailor will be available, cannot send message as sailors are offsite at the moment.  Thank you","03/03/2024 @ 18:37 DM Nestor already spoken to the sailor and apologize for the carpet issue. DM advise the sailor that the top management is all aware of those things and they are on top of it already. DM offered a compliments on behalf of housekeeping but sailor refused and they were fine on it at least they knew it. Sailor mainly concern all about was the sink drain but it was fixed already. Sailor thanking for checking on it and DM advised sailor that if there is something we can do more to enjoy the rest of their voyage just to let us know,  so far they  are fine. Thank you"
3/1/2024,Security ,Smoking Policy,11182Z,Regular Guest,Closed-Resolved,Housekeeping,SC-37329704565868342,3/3/24 12:07 PM,CH informed the DM that the sailor is smoking in the cabin. DM printed a smoking policy letter and deliver to the cabin. DM will meet and explain to the sailor. ,"3/4/2024 18:15 DM Linda 
DM checked the cabin is on dnd. DM and CH will monitor.",
3/1/2024,Dining Experience ,Service,8254Z,Regular Guest,Closed-Resolved,Restaurant,SC-37296152229495015,3/3/24 12:30 AM,"sailor was having dinner in gunbae while drinking her glass suddely broken and a piece of glass enter her mouth, sailor was fine no medical assistance was needed even was offer from RS, RM approach the table right after to check on the sailor. RM apologize for the incovinience and offer a drink for their next dinner, Sailors stated they are not much of a drinker and ask to have some kind of credit, RM explain is not entitled to grant any credit and sailor become insisting on having some credit, RM offer a ""treat yourself items""  instead of a drink, sailor accepted and a tomahawk steak has been arrange for their last night in the Wake. ",," Sailor accepted the offer of a ""treat yourself items"" and a tomahawk steak has been arrange for their last night in the Wake. RS has been informed "
3/1/2024,Dining Experience ,Service,13260M,Regular Guest,Closed-Resolved,Restaurant,SC-37332499926528081,3/3/24 12:49 PM,Sailor mentioned that drinks took time to be refilled.,,Sailors were contacted through the app. Sailors are coming for brunch for the next seaday for service recovery.
3/1/2024,Other Exp w Specific Crew ,VIP Experience Onboard,12267Z,VIP2,Closed-Resolved,Sailor Services,SC-37331539510155917,3/3/24 12:58 PM,RSA Gugu received the above message fon Conrad last night at 11:30pm - Hey gugu just really disappointed that our reserved seats were given away tonight. We rushed dinner at gunbai and made it on time (10) only to have to stand in the back. This is unacceptable. My wife (her 40th bday trip) was crying and embarrassed because she felt responsible for our friends that came on the trip. Please see us tomorrow to discuss.,"March 3rd at 4:56 am Sailor Linday wrote a comment in the survey: ""I like my cabin and I like the food but my reservations for my rockstar status for a show was given away when I showed up on time.  I wasn’t informed I had to be 10 min early or else my rockstar reservation would be given away. Why did I pay to be a rockstar? My rockstar agent looked at my dinner reservation and didn’t think I would need to move it to earlier. Unfortunately we rushed our dinner and then were still denied. I’m very upset. I think she is great but I am a new sailor on Virgin and I need her expertise to time everything appropriately. She has been so helpful with everything else but food and shows are the most important to me.""",Sailors are happy and enjoying themselves. 
3/1/2024,Cabin ,Air Conditioning,8222Z,Regular Guest,Cancelled,Housekeeping,SC-37424072810490895,3/4/24 1:16 PM,Air Conditioning,,
3/1/2024,Dining Experience ,Service,9238A,Regular Guest,Closed-Resolved,Restaurant,SC-37427271247477528,3/4/24 1:16 PM,"03/04/24 01;06 PM HDA AC: The sailors stopped by sailor services to share their feedback after they dined at the LOLS Show on Saturday night  said that the server they had did not want to service them, they asked for Appetizers that were on the menu and he informed that they didn't have any and told them that he can only give them Antares. The sailors said after informing them that there were no more appetizers available, he went on to serve other sailors around them the Appetizers. The sailor said they asked for his name and he did not want to give them. The said they were seated  in front of the bar upstairs at in the manor. The sailors are not happy about this and wanted to let us know. HDA then thanked the sailors for bringing this to his attention and apologized for the crew's behavior and informed them that he would document this feedback and escalate it  to the Management.","ARM MB trayed to reach them in the sailor's cabin, but unfortunately sailors were not there, ARM MB will visited them at the dinner tonight","arm visited met them and apologized for the inconvenience, Sailor said that they were refused to served the appetizers while the others sailors were served it. ARM AM explained that the food orders is taken before the show starts and that's the reason server couldn't make the appetizer order.( sailor came a bit late). Sailor understood and was happy with the follow up. ARM MB brought some complementary drinks and sailor appreciated it ($ 3.20)"
3/1/2024,Medical Event ,Other,12066A,Regular Guest,Closed-Resolved,Sailor Services,SC-37422044516709247,3/4/24 1:46 PM,HDA Virgil 1:35PM- sailor approached ss desk informing us that at the scarlet night while dancing another sailor accidentally hit her in the face and ripped her fake lashes out. Sailor has nothing against another sailor as it was an accident. She asked us if we can compensate or discount this to be fixed. I advised sailor the this will not be possible as it was not caused by any people associated with us. Sailor was advised to speak to spa in case they have any promotions going on. Case opened for documenting purposes.,,HDA VIrgil- Case was opened for documenting purposes. 
3/1/2024,Cabin ,Tablet or TV Issue,11234A,Regular Guest,Closed-Resolved,Housekeeping,SC-37422097855603130,3/4/24 1:47 PM,Tablet or TV Issue,,03/04/2024 @ 6:09PM DM Nestor called the sailor and sailor confirmed that TV/TABLET is already working. Thank you
3/1/2024,Entertainment Experience ,Survey,14046Z,Regular Guest,Closed-Resolved,Entertainment,SC-37388926465668917,3/4/24 2:00 AM,"Q: How was your entertainment?, A: 1
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: Better comedian. Joshua was terrible. People were walking out. The worst we’ve seen on any of our 8 cruises. 
Q: Are you satisfied with the amount of shows and activities during the day?, A: 3
Q: Are you satisfied with the amount of shows and activities at night?, A: 3
Q: Not finished? Tell us everything!, A: NA
",,Feedback noted 
3/1/2024,Dining Experience ,Reservation/Avail,11190A,Regular Guest,Closed-Resolved,Restaurant,SC-37424624017780819,3/4/24 2:24 PM,"03/04/2024/ 2:19 pm/ HDA IRINA/ Sailor sent message on SQ:"" Why to struggle to get a dinner reservation. This is ridiculous. This not what was advertised"". Sailor was advised to try to walk in. Sailor replied: "" This is a contiuation from ealier chat that was closed. That solution i was given does not work. They are completly over booked. You should come up with a new of dinner reservation. It has been a total nightmare to get a dinner reservation. It has caused alot of inconvenience. Other major cruise ships are way easier maybe you should see what they are doing. I dont have a dinner resevation tommorow. I dont want to do the galley again.""","Restaurant supervisor Nadia contacted the sailors true the message, The sailors requested The wake at 9pm on the 5th of March. Rs Nadia accommodated their request. Sailors were happy.","Restaurant supervisor Nadia contacted the sailors true the message, The sailors requested The wake at 9pm on the 5th of March. Rs Nadia accommodated their request. Sailors were happy."
3/1/2024,Other ,Survey,11122A,Regular Guest,Closed-Resolved,Sailor Services,SC-37382350390030969,3/4/24 2:44 AM,"Q: How would you rate the overall Virgin Voyages Experience so far?, A: 1
Q: Tell us everything!, A: NA
",,03/04 HDM OM: An apology message was sent to the sailor
3/1/2024,Cabin ,Air Conditioning,8166A,Regular Guest,Closed-Resolved,Housekeeping,SC-37435309542359133,3/4/24 2:54 PM,Air Conditioning,,3/4/24 16:28 Balcony door was not closed properly. 
3/1/2024,Entertainment Experience ,Survey,12346Z,Regular Guest,Closed-Resolved,Entertainment,SC-37428319767024932,3/4/24 3:30 PM,"Q: How was your entertainment?, A: 1
Q: Are you satisfied with the amount of shows and activities during the day?, A: NA
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities at night?, A: NA
Q: Not finished? Tell us everything!, A: NA
",,No action required
3/1/2024,Special Request ,Onboard Request Issue,14130A,Regular Guest,Closed-Resolved,Sailor Services,SC-37428575848744554,3/4/24 3:35 PM,"03/04/24 @15:30 HDA Barbara: Sailor came to the desk on the first sea day, asking if they can swap th eShake for Champagne for a beer or cider as they don't drink champagne",03/05/24 @21:00 HDA Barbara: HDA checked sailors account they ordered the S4C at 03/05 19:51. Nothing further unless sailor approaches.,03/05/24 @21:00 HDA Barbara: HDA checked sailors account they ordered the S4C at 03/05 19:51. Nothing further unless sailor approaches.
3/1/2024,Entertainment Experience ,Survey,14285A,VIP2,Closed-Resolved,Entertainment,SC-37439230206136949,3/4/24 3:59 PM,"Q: How was your entertainment?, A: 1
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities at night?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: NA
Q: Not finished? Tell us everything!, A: NA
",,03/05 SSM: Survey received without comments. SQ message was sent to the sailor.
3/1/2024,Wearable ,Failed W/O Cause,5262Z,Regular Guest,Closed-Resolved,Sailor Services,SC-37439352582573734,3/4/24 4:01 PM,"HDA Virgil 3:59PM- sailor approached ss desk 3 times as their wearable was no working when trying to charge drinks. We have checked the accounts, gave them new wearables, however when they went to the bar it was not letting them to charge. When the sailor came to me 3rd time. I called Shane bev. ops. manager to come to ss and check before sailor can leave. Shane came with another crew member, who was able to charge drinks with no issues. Apologies extended and sailor was informed that it works fine.",,HDA Virgil- Case closed as problem have been resolved
3/1/2024,Dining Experience ,Survey,11254A,Regular Guest,Closed-Resolved,Restaurant,SC-37430253345244987,3/4/24 4:03 PM,"Q: How was your dining experience?, A: 3
Q: Vibe of the restaurant?, A: 4
Q: Friendliness of the crew?, A: 5
Q: Quality of the food?, A: 2
Q: Not finished? Tell us everything!, A: Unfortunately when it was time to enjoy main course my steak was not cooked to my liking so I had to wait as everyone else was enjoying their food and their sides until my steak was remade. I had ordered medium well and it was very much well done. I had noticed at first cut in. Due to the delay we had to wait a bit longer and didn’t get to enjoy as much of scarlet night deck party. 
",Sailors were contacted throw the VV app with apologies  and  were invited for brunch on Bimini or disembarkation day .,Sailors were contacted throw the VV app with apologies  and  were invited for brunch on Bimini or disembarkation day . 
3/1/2024,Spa/Salon Experience ,Thermal Suite Experience,13238A,Regular Guest,Closed-Resolved,Spa | Salon,SC-37429398175046025,3/4/24 4:09 PM,03/04/24 04:02pm HDA AC: The sailor approached SS reported that last night at around 8pm-8:30pm he had the thermal suit access to us the facilities. Said after an hour after using the hottubs he  started reacting has red rushes on his arms and legs and suspects it was something caused in the hottubs.  He  says its itchy and wanted to reach out to the Management regarding this and see what could be done about it. HDA thanked the sailor for bringing the issue to his attention and offered  medical assistance advised him that the medical was open for him to see them with regards to the reaction and also that he would crate a report on this and escalate to Spa Manager as per his request. Spa Manager was informed and sailor went to speak to her.,Sailor came to the spa to speak with me and informed me of the rash he had on his arms and legs after using the thermal suite lastnight. He mentioned that he had been using the area since embarkation day and hasn't had a problem. I informed him that he has not been charged and advised him to go and visit the medical center as i had not charged him for his thermal suite pass. I told him to stop by should he have any other concerns after the visit to the medical center. He thanked me for handling the situation so well and i directed him to the medical center.,03/06 HDM OM: The sailors disembarked
3/1/2024,Cabin ,Tablet or TV Issue,11014A,Regular Guest,Closed-Resolved,Housekeeping,SC-37433328338762111,3/4/24 4:10 PM,Tablet or TV Issue,,03/04/2024 @ 6:21PM CH already assisted sailor for the TV/TABLET and its working . Thank you
3/1/2024,Security ,Sailor Fight,8366Z,Regular Guest,Closed-Resolved,Sailor Services,SC-37391661937831075,3/4/24 4:28 AM,"HDA SB 3/4/24 3:51am - Sailor Roldan called asking for another room. HDA asked the reason why he wanted to move, he said that there was no reason he just wanted another room, while looking for another room HDA heard in the background the other sailor screaming like they were arguing  - Security was contacted.",Alcohol Privilege Revoked  for both as per security,03/04 SSM: SCP meeting was held with Deputy Seco and SSM. Sailors alcohol will be revoked until 03/05 - 8 am.
3/1/2024,Experience Packages ,Missing Perk,13258A,Regular Guest,Closed-Resolved,Sailor Services,SC-37439349356142604,3/4/24 4:30 PM,"03/04/24 // 4:25PM / HDA TT: Sailor Monica called SS informing that she didnt received the bubbles. HDA sent a message to Solutions: ""Sailor said that she's travelling with a group of 13 people and everyone received a bottle of bubbles but she didnt. Her cabin number is not on the VR and nothing in seaware as well. Can someone please check?"" ",03/04/2024 HDA JKG. Sent bottle of saint-louis white bubbles.,
3/1/2024,Security ,Theft Alleged,14011Z,VIP2,Closed-Resolved,Tattoo Parlor,SC-37433104712651169,3/4/24 4:46 PM,"03/04/24 16:39 HDA AI : Tattoo manager approached SS desks with question what we can do because he had a theft situation in his shop this afternoon. HDA asked for more details and as per Tattoo Manager he had sailors for tattoo appointment today but the sailor did not show up so by the rules deposit which everything that is over 1000$ they deposit 50%, in this case the whole price was 1500$ , so the shop charged the sailor 750$ worth of deposit. After a while when sailor husband  realized that they lost 750$ deposit he came and asked for a proof of deposit so the Tattoo Manager showed him and in that moment sailor husband graded the paper and run away. HDA called security and inform them about the situation , and made a report. ",At 20:41 RSM paid a call to the suite and spoke with Sailor Tyleq. RSM asked if the Sailor found the deposit form or have with him. Sailor stated as he informed yesterday when someone called last night he does not have the paper. Sailor was not angry or rude.,At 20:41 RSM paid a call to the suite and spoke with Sailor Tyleq. RSM asked if the Sailor found the deposit form or have with him. Sailor stated as he informed yesterday when someone called last night he does not have the paper. Sailor was not angry or rude.
3/1/2024,Cabin ,Shower or Sink,11270Z,Regular Guest,Closed-Resolved,Housekeeping,SC-37443146566041021,3/4/24 5:04 PM,Shower or Sink,The cabin host checked the shower and sink drains are working,The drains are working
3/1/2024,Cabin ,Toilet Not Flushing,11350Z,Regular Guest,Cancelled,Housekeeping,SC-37441876043923421,3/4/24 5:12 PM,Toilet Not Flushing,,
3/1/2024,Dining Experience ,Food,11182Z,Regular Guest,Closed-Resolved,Restaurant,SC-36725051917766089,3/4/24 5:26 PM,"""Sailor Survey ""Vegan sausage & 1 of 2 impossible burgers at the burger place have been extremely dry and overcooked. I wish there were more veggie & seafood options. Also, I've been craving cheesecake & can't find any regular ones. I saw a clump of hair on a napkin filled with utensils in a basket at breakfast this morning.",RM approached and apology the sailor and explained the concept of the Galley hall that Sailor were very happy with attention.,"On 03/04 /2024 QSM Hamed met with Sailor after arranging a meeting through SS. Nina appreciate the time and follow-up meeting from the leaders. QSM listened, emphasized and apologized to Nina in regards of her Dining experience in the Galley and thanked her for her valuable feedback. When Nina was asked from the Restaurant leaders if there is anything we can do to assit, Sailor requested a dinner reservation in EV for tonight. QSM escorted Sailor to EV and asssited with a nice table which Nina appreciated a lot. Dinner was closely monitored by the team and a surprising delight drink was offered on behalf of the team. Sailor was very grateful and left very happy. Kindly see check #5038692   . "
3/1/2024,Cabin ,Air Conditioning,11350Z,Regular Guest,Cancelled,Housekeeping,SC-37435402866260414,3/4/24 5:28 PM,Air Conditioning,,
3/1/2024,Cabin ,Tablet or TV Issue,8194A,Regular Guest,Cancelled,Housekeeping,SC-36725407444078049,3/4/24 5:32 PM,Tablet or TV Issue,,
3/1/2024,Dining Experience ,Survey,9078Z,Regular Guest,Closed-Resolved,Restaurant,SC-37444921173093134,3/4/24 5:34 PM,"Q: How was your dining experience?, A: 2
Q: Menu choices?, A: 1
Q: Friendliness of the crew?, A: 5
Q: Service?, A: 5
Q: Not finished? Tell us everything!, A: Disappointed over the food and time
","RM tried to call the sailor without being able to reach him, RM send him a message through the app apologizing for his not satisfying experience.",RM will give a courtesy call and add further details 
3/1/2024,Cabin ,Air Conditioning,13042Z,Regular Guest,Closed-Resolved,Housekeeping,SC-37437978716270450,3/4/24 5:36 PM,Air Conditioning,,Ch confirmed everything is fine
3/1/2024,Cabin ,Tablet or TV Issue,10110Z,Regular Guest,Closed-Resolved,Housekeeping,SC-37437143236044780,3/4/24 5:53 PM,Tablet or TV Issue,"3/4/2024 22:55 DM Linda
DM spoke with the sailor and they said they tv and tablet are working",
3/1/2024,Cabin ,Shower or Sink,10222Z,Regular Guest,Closed-Resolved,Housekeeping,SC-37446074670705911,3/4/24 5:59 PM,Shower or Sink,The cabin host checked both drains are draining,
